t,p,d,f,t,t
1203486451,2015-07-01 00:24:04,2015-07-01 00:36:21,19.0,0.0,20.299999237060547
1200966824,2015-07-01 00:24:06,2015-07-01 00:32:12,9.0,2.0,12.300000190734863
1203012232,2015-07-01 00:24:09,2015-07-01 00:40:39,15.0,3.259999990463257,19.559999465942383
1201407468,2015-07-01 00:24:10,2015-07-01 00:28:23,4.5,1.159999966621399,6.960000038146973
1201882921,2015-07-01 00:24:11,2015-07-01 00:27:30,4.5,0.0,5.800000190734863
1200097743,2015-07-01 00:24:12,2015-07-01 00:34:05,9.5,2.1600000858306885,12.960000038146973
1202831417,2015-07-01 00:24:13,2015-07-01 00:26:08,3.5,1.2000000476837158,6.0
1201826117,2015-07-01 00:24:14,2015-07-01 00:35:28,9.5,0.0,10.800000190734863
1200109080,2015-07-01 00:24:15,2015-07-01 00:35:01,11.0,0.0,12.300000190734863
1202797292,2015-07-01 00:24:15,2015-07-01 01:01:09,28.5,5.960000038146973,35.7599983215332
1202029988,2015-07-01 00:24:16,2015-07-01 00:26:29,3.5,1.2000000476837158,6.0
1203396210,2015-07-01 00:24:16,2015-07-01 00:29:12,5.0,1.5699999332427979,7.869999885559082
1202695661,2015-07-01 00:24:17,2015-07-01 00:32:02,7.0,1.6600000858306885,9.960000038146973
1203667224,2015-07-01 00:24:18,2015-07-01 00:33:50,11.0,2.4600000381469727,14.760000228881836
1203587953,2015-07-01 00:24:19,2015-07-01 00:38:43,14.5,2.0,17.799999237060547
1202774740,2015-07-01 00:24:20,2015-07-01 00:32:39,11.0,0.0,12.300000190734863
1200244517,2015-07-01 00:24:21,2015-07-01 00:28:37,5.5,0.0,6.800000190734863
1201283901,2015-07-01 00:24:21,2015-07-01 00:34:11,10.5,2.3499999046325684,14.149999618530273
1201973572,2015-07-01 00:24:22,2015-07-01 00:30:35,6.0,0.0,7.300000190734863
1201475281,2015-07-01 00:24:23,2015-07-01 00:37:27,12.5,2.75,16.549999237060547
1203046187,2015-07-01 00:24:25,2015-07-01 00:35:30,11.0,2.4600000381469727,14.760000228881836
1201894260,2015-07-01 00:24:27,2015-07-01 00:28:02,4.5,0.0,5.800000190734863
1202187989,2015-07-01 00:24:30,2015-07-01 00:29:08,5.5,1.3600000143051147,8.15999984741211
1201079850,2015-07-01 00:24:30,2015-07-01 00:29:35,5.0,1.8899999856948853,8.1899995803833
1202515391,2015-07-01 00:24:31,2015-07-01 00:36:49,21.5,4.550000190734863,27.350000381469727
1203756935,2015-07-01 00:24:31,2015-07-01 00:38:07,11.0,0.0,12.300000190734863
1200120315,2015-07-01 00:24:31,2015-07-01 00:53:22,52.0,10.5600004196167,63.36000061035156
1203238212,2015-07-01 00:24:32,2015-07-01 00:32:29,7.5,0.0,8.800000190734863
1200063971,2015-07-01 00:24:32,2015-07-01 00:44:11,31.5,7.0,39.79999923706055
1202910379,2015-07-01 00:24:33,2015-07-01 00:28:02,4.5,0.0,5.800000190734863
1202356987,2015-07-01 00:24:33,2015-07-01 00:33:26,7.5,1.5,10.300000190734863
1202876497,2015-07-01 00:24:33,2015-07-01 00:37:00,10.5,2.3600001335144043,14.15999984741211
1202549280,2015-07-01 00:24:35,2015-07-01 00:36:35,10.5,2.0,13.800000190734863
1200187683,2015-07-01 00:24:41,2015-07-01 00:33:07,11.5,2.559999942779541,15.359999656677246
1202729399,2015-07-01 00:24:42,2015-07-01 00:58:49,36.0,7.460000038146973,44.7599983215332
1203779405,2015-07-01 00:24:42,2015-07-01 01:00:42,31.0,0.0,32.29999923706055
1200538104,2015-07-01 00:24:43,2015-07-01 00:30:25,6.0,1.4500000476837158,8.75
1202470010,2015-07-01 00:24:44,2015-07-01 00:37:39,11.5,0.0,12.800000190734863
1200425144,2015-07-01 00:24:45,2015-07-01 00:27:25,4.0,1.0499999523162842,6.349999904632568
1202989730,2015-07-01 00:24:45,2015-07-01 00:31:44,8.0,1.8600000143051147,11.15999984741211
1201962238,2015-07-01 00:24:46,2015-07-01 00:47:06,21.5,1.0,23.799999237060547
1202808622,2015-07-01 00:24:46,2015-07-01 00:49:23,52.0,11.670000076293945,70.01000213623047
1201295248,2015-07-01 00:24:48,2015-07-01 00:30:49,6.0,1.4600000381469727,8.760000228881836
1203125335,2015-07-01 00:24:48,2015-07-01 00:37:55,11.5,2.559999942779541,15.359999656677246
1203057564,2015-07-01 00:24:49,2015-07-01 00:26:39,4.0,0.0,5.300000190734863
1202650646,2015-07-01 00:24:49,2015-07-01 00:31:39,6.5,0.0,7.800000190734863
1203080217,2015-07-01 00:24:49,2015-07-01 00:34:56,13.5,1.5,21.84000015258789
1200909950,2015-07-01 00:24:49,2015-07-01 00:44:57,13.5,0.0,14.800000190734863
1200571772,2015-07-01 00:24:51,2015-07-01 00:35:52,12.0,0.0,13.300000190734863
1203396211,2015-07-01 00:24:51,2015-07-01 00:38:11,19.5,4.159999847412109,24.959999084472656
1202786012,2015-07-01 00:24:53,2015-07-01 00:29:03,5.5,0.0,6.800000190734863
1200876213,2015-07-01 00:24:53,2015-07-01 00:39:42,11.0,2.450000047683716,14.75
1200526863,2015-07-01 00:24:55,2015-07-01 00:40:58,15.5,3.3600001335144043,20.15999984741211
1201261324,2015-07-01 00:24:57,2015-07-01 00:40:06,14.0,3.049999952316284,18.350000381469727
1202752066,2015-07-01 00:24:59,2015-07-01 00:26:26,3.5,0.0,4.800000190734863
1201509402,2015-07-01 00:24:59,2015-07-01 00:33:46,8.5,0.0,9.800000190734863
1200380152,2015-07-01 00:25:01,2015-07-01 00:27:10,3.5,2.0,6.800000190734863
1203046188,2015-07-01 00:25:01,2015-07-01 00:40:00,12.0,2.6600000858306885,15.960000038146973
1202142979,2015-07-01 00:25:02,2015-07-01 00:31:28,7.5,2.6399998664855957,11.4399995803833
1203204436,2015-07-01 00:25:03,2015-07-01 00:28:33,5.0,1.5799999237060547,7.880000114440918
1201159078,2015-07-01 00:25:04,2015-07-01 00:28:38,4.5,0.0,5.800000190734863
1200436607,2015-07-01 00:25:04,2015-07-01 00:34:28,10.5,0.0,11.800000190734863
1203475140,2015-07-01 00:25:06,2015-07-01 00:28:32,4.5,1.159999966621399,6.960000038146973
1202673121,2015-07-01 00:25:07,2015-07-01 01:17:22,12.0,0.0,13.300000190734863
1202458801,2015-07-01 00:25:10,2015-07-01 00:35:50,9.5,0.0,10.800000190734863
1201690370,2015-07-01 00:25:13,2015-07-01 00:31:11,6.0,1.4600000381469727,8.760000228881836
1202424823,2015-07-01 00:25:13,2015-07-01 00:44:49,24.0,5.059999942779541,30.360000610351562
1201430071,2015-07-01 00:25:13,2015-07-01 00:55:57,52.0,0.0,58.34000015258789
1203000954,2015-07-01 00:25:17,2015-07-01 00:35:44,11.5,2.559999942779541,15.359999656677246
1202413475,2015-07-01 00:25:18,2015-07-01 01:03:53,28.5,0.0,29.799999237060547
1202819895,2015-07-01 00:25:21,2015-07-01 00:32:59,8.5,1.9500000476837158,11.75
1202571747,2015-07-01 00:25:23,2015-07-01 00:35:18,13.0,4.25,18.549999237060547
1203384909,2015-07-01 00:25:25,2015-07-01 00:35:16,9.5,0.0,10.800000190734863
1200233099,2015-07-01 00:25:26,2015-07-01 00:29:29,5.5,1.2000000476837158,8.0
1201463921,2015-07-01 00:25:26,2015-07-01 00:37:55,10.5,2.3600001335144043,14.15999984741211
1202740764,2015-07-01 00:25:26,2015-07-01 00:43:12,16.5,0.0,17.799999237060547
1200244518,2015-07-01 00:25:27,2015-07-01 00:33:10,8.0,1.850000023841858,11.149999618530273
1200932695,2015-07-01 00:25:27,2015-07-01 00:35:01,8.0,0.0,9.300000190734863
1201012101,2015-07-01 00:25:27,2015-07-01 00:35:11,9.0,2.059999942779541,12.359999656677246
1202594221,2015-07-01 00:25:27,2015-07-01 00:56:29,24.5,5.150000095367432,30.950000762939453
1200029878,2015-07-01 00:25:36,2015-07-01 00:41:19,16.5,4.449999809265137,22.25
1203012235,2015-07-01 00:25:36,2015-07-01 00:43:49,17.0,4.579999923706055,22.8799991607666
1201452433,2015-07-01 00:25:38,2015-07-01 00:28:47,5.0,0.699999988079071,7.0
1203260762,2015-07-01 00:25:39,2015-07-01 00:36:37,11.5,2.559999942779541,15.359999656677246
1201102510,2015-07-01 00:25:42,2015-07-01 00:32:22,7.5,1.0,9.800000190734863
1202492613,2015-07-01 00:25:43,2015-07-01 00:34:30,8.0,1.5,10.800000190734863
1201758299,2015-07-01 00:25:43,2015-07-01 00:54:17,52.0,2.0,54.79999923706055
1200018644,2015-07-01 00:25:44,2015-07-01 00:48:11,39.0,8.050000190734863,48.349998474121094
1202029993,2015-07-01 00:25:50,2015-07-01 00:32:15,7.5,0.0,8.800000190734863
1202729400,2015-07-01 00:25:51,2015-07-01 00:32:57,7.5,0.0,8.800000190734863
1201238446,2015-07-01 00:25:52,2015-07-01 00:40:38,12.5,1.0,14.800000190734863
1202752068,2015-07-01 00:25:53,2015-07-01 00:40:21,13.5,5.0,19.799999237060547
1202041344,2015-07-01 00:25:55,2015-07-01 00:34:05,9.0,2.059999942779541,12.359999656677246
1202876499,2015-07-01 00:25:56,2015-07-01 00:32:42,6.0,1.4600000381469727,8.760000228881836
1203181808,2015-07-01 00:25:58,2015-07-01 00:45:49,19.5,0.0,20.799999237060547
1201860105,2015-07-01 00:25:59,2015-07-01 00:29:39,4.5,0.0,5.800000190734863
1202120617,2015-07-01 00:26:00,2015-07-01 00:34:09,10.0,0.0,11.300000190734863
1202752069,2015-07-01 00:26:02,2015-07-01 00:30:41,5.0,0.0,6.300000190734863
1202379572,2015-07-01 00:26:02,2015-07-01 00:35:00,9.0,1.0,11.300000190734863
1203824595,2015-07-01 00:26:03,2015-07-01 00:30:36,5.5,1.350000023841858,8.149999618530273
1202323123,2015-07-01 00:26:04,2015-07-01 00:35:38,8.0,1.850000023841858,11.149999618530273
1200560678,2015-07-01 00:26:05,2015-07-01 00:40:06,28.5,0.0,29.799999237060547
1200097745,2015-07-01 00:26:06,2015-07-01 00:32:32,7.5,0.0,8.800000190734863
1202289118,2015-07-01 00:26:06,2015-07-01 00:37:32,9.5,1.2000000476837158,12.0
1203824594,2015-07-01 00:26:08,2015-07-01 00:31:23,5.5,0.0,6.800000190734863
1200075078,2015-07-01 00:26:08,2015-07-01 00:32:39,6.5,1.0,8.800000190734863
1203734279,2015-07-01 00:26:08,2015-07-01 00:51:50,21.5,4.550000190734863,27.350000381469727
1201939544,2015-07-01 00:26:10,2015-07-01 00:45:50,15.0,0.0,16.299999237060547
1201724149,2015-07-01 00:26:10,2015-07-01 00:50:06,19.5,4.159999847412109,24.959999084472656
1200187685,2015-07-01 00:26:11,2015-07-01 00:30:52,5.0,0.0,6.300000190734863
1201091115,2015-07-01 00:26:13,2015-07-01 00:32:55,6.5,1.2999999523162842,9.100000381469727
1202447397,2015-07-01 00:26:14,2015-07-01 00:37:03,8.5,1.9600000381469727,11.760000228881836
1203621877,2015-07-01 00:26:15,2015-07-01 00:37:15,9.5,2.1600000858306885,12.960000038146973
1200571774,2015-07-01 00:26:20,2015-07-01 00:32:14,6.5,0.0,7.800000190734863
1203689575,2015-07-01 00:26:22,2015-07-01 00:37:37,10.5,0.0,11.800000190734863
1201701627,2015-07-01 00:26:24,2015-07-01 00:32:50,7.0,1.0,9.300000190734863
1203272128,2015-07-01 00:26:24,2015-07-01 00:40:46,12.5,2.75,16.549999237060547
1200650826,2015-07-01 00:26:24,2015-07-01 00:41:17,14.0,0.0,15.300000190734863
1200582888,2015-07-01 00:26:25,2015-07-01 00:44:33,15.0,0.0,16.299999237060547
1200176532,2015-07-01 00:26:26,2015-07-01 00:29:43,4.0,1.059999942779541,6.360000133514404
1203756937,2015-07-01 00:26:29,2015-07-01 00:38:03,9.5,2.1600000858306885,12.960000038146973
1201136432,2015-07-01 00:26:31,2015-07-01 00:33:15,7.0,0.0,8.300000190734863
1203193121,2015-07-01 00:26:32,2015-07-01 00:35:56,9.0,0.0,10.300000190734863
1203034851,2015-07-01 00:26:33,2015-07-01 00:31:10,6.0,1.4600000381469727,8.760000228881836
1201261326,2015-07-01 00:26:34,2015-07-01 00:38:15,17.0,0.0,23.84000015258789
1200493329,2015-07-01 00:26:36,2015-07-01 00:32:49,6.5,0.009999999776482582,7.809999942779541
1200391533,2015-07-01 00:26:36,2015-07-01 00:34:40,10.0,2.25,13.550000190734863
1200267037,2015-07-01 00:26:36,2015-07-01 00:40:26,11.0,2.0,14.300000190734863
1200176533,2015-07-01 00:26:36,2015-07-01 00:42:24,11.0,2.450000047683716,14.75
1203836028,2015-07-01 00:26:37,2015-07-01 00:34:24,10.0,2.0,13.300000190734863
1201543227,2015-07-01 00:26:37,2015-07-01 00:39:53,14.5,3.1600000858306885,18.959999084472656
1203633167,2015-07-01 00:26:39,2015-07-01 00:31:53,5.5,0.0,6.800000190734863
1203700739,2015-07-01 00:26:40,2015-07-01 00:39:21,9.5,2.1600000858306885,12.960000038146973
1203509017,2015-07-01 00:26:42,2015-07-01 00:35:44,7.5,1.0,9.800000190734863
1201283905,2015-07-01 00:26:43,2015-07-01 00:33:14,8.0,0.0,9.300000190734863
1200504399,2015-07-01 00:26:44,2015-07-01 00:52:39,52.0,10.5600004196167,63.36000061035156
1201882922,2015-07-01 00:26:45,2015-07-01 00:35:52,8.5,0.0,9.800000190734863
1200459358,2015-07-01 00:26:45,2015-07-01 00:41:22,13.5,0.0,14.800000190734863
1201996001,2015-07-01 00:26:45,2015-07-01 00:43:18,17.5,1.2000000476837158,20.0
1200267161,2015-07-01 00:26:45,2015-07-01 00:44:27,21.5,4.559999942779541,27.360000610351562
1203711822,2015-07-01 00:26:46,2015-07-01 00:32:57,8.0,0.0,9.300000190734863
1200221754,2015-07-01 00:26:47,2015-07-01 00:30:56,5.0,0.0,6.300000190734863
1203689576,2015-07-01 00:26:47,2015-07-01 00:37:53,14.0,3.0,23.84000015258789
1202639405,2015-07-01 00:26:47,2015-07-01 00:39:33,11.5,0.0,12.800000190734863
1202933095,2015-07-01 00:26:48,2015-07-01 00:39:41,10.0,2.259999990463257,13.5600004196167
1200605296,2015-07-01 00:26:48,2015-07-01 00:42:48,24.5,6.449999809265137,32.25
1202131821,2015-07-01 00:26:50,2015-07-01 00:31:44,7.0,0.0,8.300000190734863
1203531730,2015-07-01 00:26:50,2015-07-01 00:32:49,7.0,1.6600000858306885,9.960000038146973
1202628311,2015-07-01 00:26:52,2015-07-01 00:33:41,7.0,0.0,8.300000190734863
1201249889,2015-07-01 00:26:52,2015-07-01 00:36:56,10.5,2.3499999046325684,14.149999618530273
1200955530,2015-07-01 00:26:53,2015-07-01 00:33:32,7.5,1.75,10.550000190734863
1201712941,2015-07-01 00:26:58,2015-07-01 00:38:58,14.0,3.059999942779541,18.360000610351562
1202345743,2015-07-01 00:26:58,2015-07-01 00:55:22,24.0,5.059999942779541,30.360000610351562
1203283370,2015-07-01 00:26:59,2015-07-01 00:44:44,16.5,5.340000152587891,23.139999389648438
1202955765,2015-07-01 00:27:00,2015-07-01 00:34:27,6.5,0.0,7.800000190734863
1203384911,2015-07-01 00:27:01,2015-07-01 00:44:16,23.0,4.0,28.299999237060547
1200887395,2015-07-01 00:27:02,2015-07-01 00:35:26,9.0,0.0,10.300000190734863
1203543035,2015-07-01 00:27:02,2015-07-01 00:38:17,10.5,3.5,15.300000190734863
1200842426,2015-07-01 00:27:03,2015-07-01 00:38:24,10.5,2.950000047683716,14.75
1200763410,2015-07-01 00:27:04,2015-07-01 00:33:56,8.0,0.0,9.300000190734863
1200740741,2015-07-01 00:27:04,2015-07-01 01:04:08,30.0,2.0,33.29999923706055
1201848846,2015-07-01 00:27:06,2015-07-01 00:36:54,9.5,2.0,12.800000190734863
1202538047,2015-07-01 00:27:06,2015-07-01 00:37:29,8.0,1.850000023841858,11.149999618530273
1203114127,2015-07-01 00:27:09,2015-07-01 00:32:24,6.5,0.0,7.800000190734863
1201633896,2015-07-01 00:27:09,2015-07-01 00:46:11,26.5,0.0,27.799999237060547
1200538108,2015-07-01 00:27:10,2015-07-01 00:28:28,3.5,0.0,4.800000190734863
1203057567,2015-07-01 00:27:10,2015-07-01 00:34:47,6.0,1.4500000476837158,8.75
1201792376,2015-07-01 00:27:11,2015-07-01 00:32:05,5.0,1.5,7.800000190734863
1201384747,2015-07-01 00:27:11,2015-07-01 00:34:44,6.5,1.559999942779541,9.359999656677246
1203486453,2015-07-01 00:27:11,2015-07-01 00:41:30,11.5,0.0,12.800000190734863
1203204438,2015-07-01 00:27:11,2015-07-01 00:54:20,25.0,5.260000228881836,31.559999465942383
1202109210,2015-07-01 00:27:14,2015-07-01 00:28:57,3.5,0.0,4.800000190734863
1201577196,2015-07-01 00:27:14,2015-07-01 00:34:48,7.0,1.6600000858306885,9.960000038146973
1200582890,2015-07-01 00:27:16,2015-07-01 00:30:52,5.0,1.8899999856948853,8.1899995803833
1202978350,2015-07-01 00:27:17,2015-07-01 00:36:02,7.5,1.75,10.550000190734863
1202910381,2015-07-01 00:27:18,2015-07-01 00:33:48,6.5,0.0,7.800000190734863
1202233108,2015-07-01 00:27:18,2015-07-01 00:52:31,19.5,1.0,21.799999237060547
1203384912,2015-07-01 00:27:19,2015-07-01 00:47:07,30.0,0.0,36.84000015258789
1201328608,2015-07-01 00:27:25,2015-07-01 00:39:48,12.0,2.6600000858306885,15.960000038146973
1201362121,2015-07-01 00:27:25,2015-07-01 00:42:28,14.5,2.0,17.799999237060547
1203722987,2015-07-01 00:27:27,2015-07-01 00:51:05,20.0,0.0,21.299999237060547
1201724152,2015-07-01 00:27:28,2015-07-01 00:32:44,5.5,0.0,6.800000190734863
1202165675,2015-07-01 00:27:29,2015-07-01 00:46:01,15.5,3.3600001335144043,20.15999984741211
1200978280,2015-07-01 00:27:29,2015-07-01 00:46:13,19.5,4.150000095367432,24.950000762939453
1202176843,2015-07-01 00:27:31,2015-07-01 00:39:21,10.5,0.0,11.800000190734863
1202616981,2015-07-01 00:27:31,2015-07-01 00:46:39,23.0,4.860000133514404,29.15999984741211
1202933097,2015-07-01 00:27:32,2015-07-01 00:34:11,7.0,0.0,8.300000190734863
1201295250,2015-07-01 00:27:33,2015-07-01 00:45:51,16.0,0.0,17.299999237060547
1200898669,2015-07-01 00:27:34,2015-07-01 00:31:46,6.0,0.0,7.300000190734863
1202120618,2015-07-01 00:27:35,2015-07-01 00:34:47,8.0,1.850000023841858,11.149999618530273
1203802101,2015-07-01 00:27:35,2015-07-01 00:37:20,9.0,2.049999952316284,12.350000381469727
1203475141,2015-07-01 00:27:36,2015-07-01 00:29:18,3.5,0.0,4.800000190734863
1201939545,2015-07-01 00:27:36,2015-07-01 00:29:31,3.5,0.0,4.800000190734863
1203193122,2015-07-01 00:27:37,2015-07-01 00:33:42,6.5,1.9500000476837158,9.75
1201384751,2015-07-01 00:27:37,2015-07-01 00:50:51,19.5,0.019999999552965164,20.81999969482422
1201758301,2015-07-01 00:27:37,2015-07-01 00:56:40,52.0,0.0,58.34000015258789
1200369015,2015-07-01 00:27:38,2015-07-01 00:37:16,9.5,2.1500000953674316,12.949999809265137
1203711826,2015-07-01 00:27:40,2015-07-01 00:37:20,8.5,1.9600000381469727,11.760000228881836
1203531731,2015-07-01 00:27:45,2015-07-01 00:40:04,11.5,2.559999942779541,15.359999656677246
1203102913,2015-07-01 00:27:47,2015-07-01 00:44:53,16.5,4.0,27.34000015258789
1202706991,2015-07-01 00:27:47,2015-07-01 00:45:21,19.5,4.159999847412109,24.959999084472656
1202041347,2015-07-01 00:27:47,2015-07-01 00:46:59,17.5,3.75,22.549999237060547
1201996004,2015-07-01 00:27:47,2015-07-01 00:47:02,13.5,2.9600000381469727,17.760000228881836
1201803645,2015-07-01 00:27:49,2015-07-01 00:29:40,3.5,0.0,4.800000190734863
1201317466,2015-07-01 00:27:49,2015-07-01 00:37:14,10.5,2.3499999046325684,14.149999618530273
1201996003,2015-07-01 00:27:50,2015-07-01 00:39:14,10.0,1.2000000476837158,12.5
1203824599,2015-07-01 00:27:50,2015-07-01 00:41:10,13.5,1.0,15.800000190734863
1202616982,2015-07-01 00:27:51,2015-07-01 00:39:02,11.5,1.9200000762939453,14.720000267028809
1200842428,2015-07-01 00:27:52,2015-07-01 00:30:28,4.5,1.159999966621399,6.960000038146973
1200909954,2015-07-01 00:27:52,2015-07-01 00:31:01,4.5,2.0,7.800000190734863
1200594030,2015-07-01 00:27:52,2015-07-01 00:32:07,5.5,1.7000000476837158,8.5
1202594224,2015-07-01 00:27:54,2015-07-01 00:40:57,11.5,0.0,12.800000190734863
1203486455,2015-07-01 00:27:57,2015-07-01 00:32:51,5.0,0.0,6.300000190734863
1203463702,2015-07-01 00:27:58,2015-07-02 00:26:46,7.5,1.3199999332427979,10.119999885559082
1202221943,2015-07-01 00:28:02,2015-07-01 00:56:44,34.0,7.059999942779541,42.36000061035156
1200346150,2015-07-01 00:28:03,2015-07-01 00:38:51,19.5,4.159999847412109,24.959999084472656
1200041189,2015-07-01 00:28:04,2015-07-01 00:33:36,7.5,1.25,10.050000190734863
1203610554,2015-07-01 00:28:05,2015-07-01 00:32:36,6.0,1.5,8.800000190734863
1201215787,2015-07-01 00:28:05,2015-07-01 00:35:30,7.0,2.0,10.300000190734863
1202436094,2015-07-01 00:28:08,2015-07-01 00:32:31,5.5,0.0,6.800000190734863
1200504403,2015-07-01 00:28:09,2015-07-01 00:35:52,7.5,1.75,10.550000190734863
1201984685,2015-07-01 00:28:10,2015-07-01 00:33:53,8.0,1.8600000143051147,11.15999984741211
1203543037,2015-07-01 00:28:12,2015-07-01 00:31:49,4.5,0.0,5.800000190734863
1202402127,2015-07-01 00:28:12,2015-07-01 00:34:06,7.0,2.0799999237060547,10.380000114440918
1201339859,2015-07-01 00:28:12,2015-07-01 00:44:44,16.0,2.0,19.299999237060547
1201362122,2015-07-01 00:28:13,2015-07-01 01:05:44,45.5,0.0,52.34000015258789
1200131644,2015-07-01 00:28:18,2015-07-01 00:38:28,8.5,1.0,10.800000190734863
1202650649,2015-07-01 00:28:19,2015-07-01 00:38:33,8.5,0.0,9.800000190734863
1200594031,2015-07-01 00:28:21,2015-07-01 00:36:34,7.5,0.0,8.800000190734863
1203711712,2015-07-01 00:28:21,2015-07-01 00:37:59,8.0,0.0,9.300000190734863
1203621881,2015-07-01 00:28:22,2015-07-01 00:40:13,12.5,0.0,13.800000190734863
1200278475,2015-07-01 00:28:22,2015-07-01 00:43:32,15.0,0.0,16.299999237060547
1203790841,2015-07-01 00:28:23,2015-07-01 00:40:17,9.5,2.1600000858306885,12.960000038146973
1202470014,2015-07-01 00:28:24,2015-07-01 00:49:30,17.5,1.8799999952316284,20.68000030517578
1200120318,2015-07-01 00:28:24,2015-07-01 00:58:50,35.0,7.260000228881836,43.560001373291016
1200244520,2015-07-01 00:28:24,2015-07-01 01:02:17,34.5,0.0,35.79999923706055
1203305785,2015-07-01 00:28:27,2015-07-01 00:31:29,4.5,0.0,5.800000190734863
1203305783,2015-07-01 00:28:27,2015-07-01 00:34:49,7.0,0.0,8.300000190734863
1203181810,2015-07-01 00:28:27,2015-07-01 00:38:26,11.0,3.6500000953674316,15.949999809265137
1203305784,2015-07-01 00:28:34,2015-07-01 00:31:55,4.5,0.0,5.800000190734863
1202300425,2015-07-01 00:28:36,2015-07-01 00:50:54,31.5,5.0,43.34000015258789
1202955767,2015-07-01 00:28:37,2015-07-01 01:02:19,28.0,5.860000133514404,35.15999984741211
1201452436,2015-07-01 00:28:40,2015-07-01 00:35:55,9.0,0.0,10.300000190734863
1203362275,2015-07-01 00:28:41,2015-07-01 00:29:48,3.0,0.0,4.300000190734863
1203610555,2015-07-01 00:28:41,2015-07-01 00:31:05,4.0,1.059999942779541,6.360000133514404
1203046191,2015-07-01 00:28:42,2015-07-01 00:34:01,7.0,1.5,9.800000190734863
1201283910,2015-07-01 00:28:44,2015-07-01 00:35:31,7.0,1.6600000858306885,9.960000038146973
1201159081,2015-07-01 00:28:46,2015-07-01 00:52:15,28.0,1.0,30.299999237060547
1200380154,2015-07-01 00:28:48,2015-07-01 00:34:00,6.0,0.0,7.300000190734863
1201079854,2015-07-01 00:28:49,2015-07-01 00:40:20,10.0,2.25,13.550000190734863
1203847334,2015-07-01 00:28:51,2015-07-01 01:10:33,43.0,0.0,44.29999923706055
1200255724,2015-07-01 00:28:52,2015-07-01 00:55:49,22.5,5.0,28.799999237060547
1203497678,2015-07-01 00:28:55,2015-07-01 00:34:20,6.0,1.4600000381469727,8.760000228881836
1200493331,2015-07-01 00:28:55,2015-07-01 00:39:58,10.5,1.5,13.300000190734863
1200594033,2015-07-01 00:28:56,2015-07-01 00:35:49,7.0,0.0,8.300000190734863
1201554501,2015-07-01 00:29:00,2015-07-01 00:33:21,5.5,0.0,6.800000190734863
1200436610,2015-07-01 00:29:00,2015-07-01 00:36:49,8.5,2.450000047683716,12.25
1202300426,2015-07-01 00:29:01,2015-07-01 00:53:31,26.0,5.460000038146973,32.7599983215332
1203599168,2015-07-01 00:29:02,2015-07-01 00:40:58,11.5,2.559999942779541,15.359999656677246
1201565884,2015-07-01 00:29:02,2015-07-01 00:44:12,15.5,1.2799999713897705,18.079999923706055
1201543231,2015-07-01 00:29:03,2015-07-01 00:44:23,13.5,0.0,14.800000190734863
1201543232,2015-07-01 00:29:05,2015-07-01 00:32:42,5.5,0.0,6.800000190734863
1201384754,2015-07-01 00:29:07,2015-07-01 00:36:06,7.0,0.0,8.300000190734863
1202233110,2015-07-01 00:29:08,2015-07-01 00:31:48,4.0,0.0,5.300000190734863
1201973575,2015-07-01 00:29:08,2015-07-01 00:36:15,9.5,0.0,10.800000190734863
1201227105,2015-07-01 00:29:10,2015-07-01 00:53:05,22.5,4.75,28.549999237060547
1201384753,2015-07-01 00:29:13,2015-07-01 00:46:04,15.5,3.3600001335144043,20.15999984741211
1202458805,2015-07-01 00:29:17,2015-07-01 00:51:57,18.0,0.0,19.299999237060547
1200244521,2015-07-01 00:29:19,2015-07-01 00:35:36,6.0,0.0,7.300000190734863
1202842615,2015-07-01 00:29:19,2015-07-01 00:38:57,9.5,0.0,10.800000190734863
1200842431,2015-07-01 00:29:23,2015-07-01 00:44:49,13.0,0.0,14.300000190734863
1203475142,2015-07-01 00:29:23,2015-07-01 00:48:13,25.5,0.0,26.799999237060547
1201882924,2015-07-01 00:29:24,2015-07-01 00:35:46,6.0,0.0,7.300000190734863
1200989516,2015-07-01 00:29:25,2015-07-01 00:36:14,7.5,1.0,9.800000190734863
1200233102,2015-07-01 00:29:25,2015-07-01 00:44:06,16.0,0.0,17.299999237060547
1202706992,2015-07-01 00:29:25,2015-07-01 00:52:52,19.0,4.050000190734863,24.350000381469727
1201272692,2015-07-01 00:29:26,2015-07-01 00:41:23,17.0,0.0,18.299999237060547
1201283911,2015-07-01 00:29:26,2015-07-01 00:41:59,19.5,0.0,26.34000015258789
1201238451,2015-07-01 00:29:29,2015-07-01 00:51:34,21.0,4.460000038146973,26.760000228881836
1200278474,2015-07-01 00:29:30,2015-07-01 00:47:13,30.0,6.25,37.54999923706055
1200515634,2015-07-01 00:29:33,2015-07-01 00:49:48,19.5,4.150000095367432,24.950000762939453
1201204516,2015-07-01 00:29:36,2015-07-01 00:31:02,4.0,0.0,5.300000190734863
1200199088,2015-07-01 00:29:37,2015-07-01 00:45:44,22.5,4.760000228881836,28.559999465942383
1200346308,2015-07-01 00:29:38,2015-07-01 00:45:56,15.5,0.0,16.799999237060547
1201600007,2015-07-01 00:29:40,2015-07-01 00:44:55,15.0,0.0,16.299999237060547
1201057191,2015-07-01 00:29:43,2015-07-01 01:09:36,32.5,0.0,33.79999923706055
1200165281,2015-07-01 00:29:45,2015-07-01 00:36:53,7.5,0.0,8.800000190734863
